
experiment_id, rank, runtime, p2m, m2m, l2l, m2l, p2p, source_tree, target_tree, source_domain, target_domain, layout, ghost_exchange_v, ghost_exchange_u, gather_global_fmm, scatter_global_fmm, source_to_target_data, source_data, target_data, global_fmm, ghost_fmm_v, ghost_fmm_u expansion_order, n_points, local_depth, global_depth, block_size, n_threads, n_samples

"0_0_0_0", 19, 1422, 7, 0, 0, 53, 65, 2350, 2359, 5, 3, 1, 613, 19, 0, 677, 46, 0, 0, 0, 0, 0, 3, 250000, 4, 2. 1e-7. 4, 5000,

"1_0_0_0", 13, 12881, 50, 6, 8, 2186, 214, 2539, 2507, 4, 3, 0, 5249, 30, 0, 5155, 47, 0, 0, 0, 0, 0 3, 250000, 5, 2. 1e-7. 4, 5000,

"1_0_0_0", 9, 12939, 49, 6, 9, 2211, 223, 2539, 2507, 5, 3, 0, 5286, 30, 0, 5143, 46, 0, 0, 0, 0, 0 3, 250000, 5, 2. 1e-7. 4, 5000,

"1_0_0_0", 15, 12790, 50, 6, 9, 2212, 236, 2539, 2507, 4, 3, 0, 5677, 37, 0, 4590, 46, 0, 0, 0, 0, 0 3, 250000, 5, 2. 1e-7. 4, 5000,

"1_0_0_0", 6, 12738, 50, 6, 9, 2220, 234, 2539, 2507, 4, 3, 0, 5622, 37, 625, 3962, 47, 0, 0, 0, 0, 0 3, 250000, 5, 2. 1e-7. 4, 5000,

"1_0_0_0", 11, 12775, 50, 6, 9, 2225, 229, 2539, 2507, 4, 3, 0, 5653, 38, 0, 4591, 46, 0, 0, 0, 0, 0 3, 250000, 5, 2. 1e-7. 4, 5000,

"1_0_0_0", 12, 12693, 50, 6, 9, 2221, 235, 2539, 2507, 5, 3, 0, 5577, 36, 618, 3967, 46, 0, 0, 0, 0, 0 3, 250000, 5, 2. 1e-7. 4, 5000,

"1_0_0_0", 5, 12891, 50, 6, 8, 2226, 235, 2539, 2507, 4, 3, 0, 5756, 36, 0, 4599, 46, 0, 0, 0, 0, 0 3, 250000, 5, 2. 1e-7. 4, 5000,

"1_0_0_0", 7, 12645, 50, 6, 8, 2230, 239, 2539, 2507, 4, 3, 0, 6140, 41, 0, 3962, 46, 0, 0, 0, 0, 0 3, 250000, 5, 2. 1e-7. 4, 5000,

"1_0_0_0", 4, 9497, 75, 10, 8, 2235, 239, 2539, 2507, 6, 3, 0, 1753, 30, 1203, 3962, 47, 0, 0, 0, 0, 0 3, 250000, 5, 2. 1e-7. 4, 5000,

"1_0_0_0", 31, 12993, 52, 6, 21, 2115, 353, 2539, 2507, 4, 3, 0, 9540, 103, 0, 893, 46, 0, 0, 0, 0, 0 3, 250000, 5, 2. 1e-7. 4, 5000,

"1_0_0_0", 8, 12777, 51, 6, 8, 2243, 246, 2539, 2507, 5, 3, 0, 5643, 37, 614, 3956, 46, 0, 0, 0, 0, 0 3, 250000, 5, 2. 1e-7. 4, 5000,

"1_0_0_0", 10, 12733, 50, 6, 8, 2257, 242, 2539, 2507, 4, 3, 0, 6202, 41, 0, 3956, 46, 0, 0, 0, 0, 0 3, 250000, 5, 2. 1e-7. 4, 5000,

"1_0_0_0", 14, 12769, 50, 6, 8, 2272, 243, 2539, 2507, 4, 3, 0, 6212, 42, 0, 3967, 46, 0, 0, 0, 0, 0 3, 250000, 5, 2. 1e-7. 4, 5000,

"1_0_0_0", 27, 9214, 75, 10, 12, 2280, 347, 2539, 2507, 4, 3, 0, 2133, 38, 0, 4344, 47, 1, 0, 0, 0, 0 3, 250000, 5, 2. 1e-7. 4, 5000,

